state,price,condition,cylinders,fuel,manufacturer,drive,year,title_status,odometer,paint_color,lat,long,lat_clean,long_clean,cluster_gmm_auto_input
fl,36990,good,6 cylinders,gas,ford,4wd,2017,clean,38094.0,white,284.0,-81.96,27.766279,-81.686783,9
il,27995,good,8 cylinders,gas,chevrolet,rwd,2006,clean,,black,42.4778,-92.3661,40.349457,-88.986137,6
ar,78423,,8 cylinders,gas,chevrolet,rwd,2015,clean,30200.0,,38.4018,-93.785,34.969704,-92.373123,5
oh,14000,,,gas,bmw,,2013,clean,92965.0,,40.3203,-80.625,40.388783,-82.764915,1
ia,2744,excellent,6 cylinders,gas,chrysler,fwd,2002,clean,229031.0,blue,42.457439,-92.332855,42.011539,-93.210526,0
tn,15293,excellent,4 cylinders,gas,mitsubishi,fwd,2015,clean,36646.0,white,35.172002,-89.943849,35.747845,-86.692345,4
ny,4500,good,4 cylinders,gas,hyundai,fwd,2008,clean,111000.0,silver,42.805226,-73.919522,42.165726,-74.948051,4
nc,22991,,4 cylinders,gas,ford,rwd,2016,clean,79631.0,custom,42.2008,-79.8332,35.630066,-79.806419,6
oh,41995,,,gas,chevrolet,,2015,clean,158039.0,white,40.85882,-81.57895,40.388783,-82.764915,9
wi,10950,,8 cylinders,gas,ford,4wd,2010,clean,150900.0,red,44.405015,-88.811252,44.268543,-89.616508,7
ca,11995,,,other,gmc,fwd,2007,clean,192493.0,black,3409929.0,-117.43115,36.116203,-119.681564,13
tn,16990,,6 cylinders,gas,ford,rwd,2013,clean,137000.0,green,35.899996,-83.817446,35.747845,-86.692345,10
tx,85900,excellent,8 cylinders,gas,mercedes-benz,rwd,2016,clean,11600.0,grey,29.8052,-95.5607,31.054487,-97.563461,5
fl,37590,good,,other,porsche,,2015,clean,61163.0,white,26.14,-81.79,27.766279,-81.686783,9
hi,23000,like new,6 cylinders,gas,ford,4wd,2017,clean,31500.0,black,20.7441,-156.4475,21.094318,-157.498337,8
pa,13995,,,gas,ford,,2013,clean,156190.0,silver,41.8018,-8148149.0,40.590752,-77.209755,1
co,17995,,6 cylinders,gas,infiniti,4wd,2014,clean,106267.0,white,40.392756,-104.727851,39.059811,-105.311104,1
ca,35590,good,,other,gmc,4wd,2018,clean,19458.0,black,36.6,-121.88,36.116203,-119.681564,9
pa,7999,good,6 cylinders,gas,ford,4wd,2009,clean,89000.0,black,39.8219,-75.7687,40.590752,-77.209755,1
ar,24900,,,other,gmc,4wd,2013,clean,127295.0,white,34.97774,-91.52195,34.969704,-92.373123,9
ny,16990,good,,gas,volkswagen,fwd,2017,clean,46260.0,blue,42.88,-78.85,42.165726,-74.948051,10
pa,4495,excellent,4 cylinders,gas,honda,fwd,2005,clean,123000.0,black,40.968,-80.391,40.590752,-77.209755,4
ga,22990,good,,gas,subaru,,2018,clean,43425.0,,33.71,-84.53,33.040619,-83.643074,1
ma,15990,good,,gas,volkswagen,fwd,2018,clean,42060.0,silver,33.779214,-84.411811,42.230171,-71.530106,10
tn,9994,,,gas,kia,,2012,clean,98083.0,,36.484622,-86.862927,35.747845,-86.692345,1
mt,19000,,6 cylinders,diesel,ram,4wd,2012,clean,184363.0,,47.696062,-116.781406,46.921925,-110.454353,9
ny,19990,good,,gas,mitsubishi,4wd,2018,clean,25641.0,white,40.73,-73.79,42.165726,-74.948051,1
pa,5295,excellent,6 cylinders,gas,jeep,4wd,2007,clean,186000.0,blue,40.9044,-76.7908,40.590752,-77.209755,0
fl,8488,excellent,4 cylinders,gas,hyundai,fwd,2008,clean,70816.0,black,2898219.0,-80.672779,27.766279,-81.686783,11
tn,8995,,4 cylinders,gas,nissan,,2011,clean,106540.0,blue,36127.0,-86.56,35.747845,-86.692345,7
nj,16995,,,gas,kia,,2020,clean,370.0,,40.2043,-74.1779,40.298904,-74.521011,1
mo,36590,good,,gas,bmw,rwd,2018,clean,29158.0,white,37.99,-92.83,38.456085,-92.288368,10
tn,37200,excellent,other,gas,chevrolet,rwd,2008,clean,18000.0,silver,35.2077,-90.1989,35.747845,-86.692345,6
ca,25995,excellent,6 cylinders,gas,toyota,rwd,2017,clean,,white,34.19004,-118.387533,36.116203,-119.681564,13
mo,34988,good,,other,jeep,4wd,2017,clean,51026.0,red,37.112711,-93.484564,38.456085,-92.288368,9
ny,39995,good,8 cylinders,other,ford,rwd,2018,clean,30120.0,white,43.220454,-77.819038,42.165726,-74.948051,2
ca,2800,good,6 cylinders,gas,ford,rwd,2004,clean,193000.0,grey,36.8769,-121.6324,36.116203,-119.681564,13
az,34995,,6 cylinders,other,toyota,,2017,clean,68696.0,,33.6384,-112.210434,33.729759,-111.431221,9
az,35990,good,8 cylinders,gas,nissan,4wd,2018,clean,27890.0,,32.21,-110.96,33.729759,-111.431221,7
tn,2300,,,other,chevrolet,,1972,clean,12345.0,,36869.0,-87.7927,35.747845,-86.692345,5
ny,9800,good,8 cylinders,gas,ford,4wd,2010,clean,174000.0,red,43552.0,-75.8768,42.165726,-74.948051,7
ny,5950,excellent,6 cylinders,gas,chevrolet,4wd,2008,clean,174000.0,,43.2346,-77.6577,42.165726,-74.948051,0
ca,12999,excellent,4 cylinders,gas,chevrolet,,2017,,61908.0,,34.213401,-119.178039,36.116203,-119.681564,13
fl,41000,,,gas,cadillac,4wd,2015,clean,50809.0,silver,28.567037,-81.291542,27.766279,-81.686783,9
va,5495,,,gas,acura,,2006,clean,178830.0,silver,38.25295,-77.50261,37.769337,-78.169968,1
ca,18900,excellent,4 cylinders,gas,chevrolet,,2020,,21417.0,,33.873436,-117.542806,36.116203,-119.681564,13
mi,33990,good,8 cylinders,diesel,ford,4wd,2014,clean,136250.0,white,40.468785,-74.281707,43.326618,-84.536095,12
ma,22800,excellent,6 cylinders,gas,bmw,4wd,2015,clean,55900.0,,42.7288,-71.3046,42.230171,-71.530106,0
ca,8800,excellent,4 cylinders,gas,honda,fwd,2013,clean,108400.0,black,37.3814,-122.1258,36.116203,-119.681564,13
ga,22900,,6 cylinders,gas,ford,4wd,2014,clean,32561.0,grey,,,33.040619,-83.643074,1
ma,35590,good,6 cylinders,other,ram,4wd,2018,clean,22805.0,black,42.11,-72.53,42.230171,-71.530106,9
dc,16899,,,gas,bmw,,2013,clean,113249.0,black,38.91542,-77.47277,38.9072,-77.0369,1
nv,15590,good,,other,nissan,,2011,clean,100409.0,red,36.17,-115.12,38.313515,-117.055374,1
ca,12499,excellent,4 cylinders,gas,chevrolet,fwd,2012,clean,69929.0,red,37.655197,-120.993812,36.116203,-119.681564,13
md,29590,good,,gas,lexus,fwd,2018,clean,23823.0,,38.82,-778.0,39.063946,-76.802101,10
nc,27995,excellent,,hybrid,lexus,,2016,clean,52278.0,,3627601.0,-78.92412,35.630066,-79.806419,0
id,4500,fair,6 cylinders,gas,chevrolet,fwd,1953,clean,60000.0,blue,47.383,-119.486,44.240459,-114.478828,5
ny,36590,good,6 cylinders,gas,audi,,2016,clean,22099.0,silver,40.8,-73.12,42.165726,-74.948051,9
ca,4500,good,,gas,volvo,4wd,2004,clean,148000.0,,35.3862,-119027.0,36.116203,-119.681564,13
ar,29990,good,6 cylinders,gas,toyota,4wd,2012,clean,43182.0,white,35.82,-90.68,34.969704,-92.373123,9
wa,9850,good,4 cylinders,gas,volkswagen,fwd,2013,clean,85155.0,black,48.7535,-122.469,47.400902,-121.490494,14
tn,23995,,,gas,lexus,,2017,clean,86598.0,silver,36.160532,-88.801928,35.747845,-86.692345,1
or,12877,,6 cylinders,,cadillac,,2011,clean,73120.0,silver,4476513.0,-123.150156,44.572021,-122.070938,1
fl,28800,,8 cylinders,gas,lexus,4wd,2004,clean,147000.0,silver,,,27.766279,-81.686783,7
tn,25990,good,6 cylinders,gas,kia,fwd,2020,clean,3533.0,white,35.97,-83.94,35.747845,-86.692345,10
nc,20590,good,,gas,volkswagen,fwd,2015,clean,43470.0,black,35.73,-81.32,35.630066,-79.806419,10
fl,69980,,,gas,gmc,,1956,clean,45.0,red,366391.0,-1152163.0,27.766279,-81.686783,5
pa,18590,good,,gas,mazda,fwd,2017,clean,34723.0,blue,41.4,-75.66,40.590752,-77.209755,10
wa,7000,excellent,4 cylinders,gas,hyundai,fwd,2015,salvage,64000.0,blue,47732.0,-122.3943,47.400902,-121.490494,14
ny,15800,like new,4 cylinders,gas,subaru,4wd,2016,clean,70678.0,silver,44.1945,-72.4936,42.165726,-74.948051,4
fl,4991,excellent,4 cylinders,gas,jeep,fwd,2011,clean,140778.0,silver,2693111.0,-80.142651,27.766279,-81.686783,11
al,29978,,8 cylinders,gas,ford,4wd,2015,clean,128558.0,black,30.668786,-88.105874,32.806671,-86.79113,7
ky,37590,good,,gas,bmw,,2018,clean,33038.0,blue,384.0,-84.45,37.66814,-84.670067,9
ne,9800,excellent,4 cylinders,gas,toyota,fwd,2014,salvage,76000.0,red,40.742465,-96.844241,41.12537,-98.268082,4
tn,11800,excellent,8 cylinders,gas,gmc,,2008,clean,174000.0,silver,36.2604,-86.7046,35.747845,-86.692345,6
oh,14495,excellent,8 cylinders,gas,mercedes-benz,4wd,2010,,138129.0,,39.297045,-84.563243,40.388783,-82.764915,6
ny,11000,excellent,,gas,acura,,2011,clean,95300.0,grey,4397755.0,-7935966.0,42.165726,-74.948051,0
wi,33000,like new,8 cylinders,gas,chevrolet,rwd,1958,clean,20000.0,red,42.465108,-87.839014,44.268543,-89.616508,5
ca,6700,excellent,6 cylinders,gas,honda,4wd,2005,clean,163738.0,silver,34.2262,-118.447,36.116203,-119.681564,13
ny,5900,excellent,6 cylinders,gas,kia,fwd,2011,clean,143000.0,red,41.9697,-74668.0,42.165726,-74.948051,0
nj,25300,excellent,4 cylinders,gas,bmw,4wd,2018,rebuilt,9300.0,black,40.586117,-74.266877,40.298904,-74.521011,4
wa,46999,,,gas,jeep,4wd,2020,clean,11257.0,black,46.234838,-119.128015,47.400902,-121.490494,9
nc,17950,good,8 cylinders,gas,gmc,rwd,2015,clean,142715.0,white,35.710933,-78.660041,35.630066,-79.806419,6
tx,27990,good,,gas,volvo,fwd,2018,clean,46599.0,silver,31.84,-106.43,31.054487,-97.563461,10
ca,5500,,,gas,ford,,2003,clean,180000.0,,33.46,-117.6632,36.116203,-119.681564,1
ca,12898,excellent,4 cylinders,gas,honda,,2013,,93188.0,,37.719575,-122.149103,36.116203,-119.681564,13
wi,21990,good,,gas,bmw,,2014,clean,50293.0,blue,42.72,-87.8,44.268543,-89.616508,1
mt,25998,,,gas,toyota,4wd,2019,clean,38123.0,,47.696062,-116.781406,46.921925,-110.454353,1
co,5995,,6 cylinders,,nissan,fwd,2005,clean,121521.0,blue,3981944.0,-108.588542,39.059811,-105.311104,10
il,13000,excellent,4 cylinders,gas,ford,fwd,2014,clean,32500.0,white,41.5509,-90.4942,40.349457,-88.986137,6
dc,15990,good,,hybrid,lincoln,fwd,2012,clean,53270.0,white,38.89,-773.0,38.9072,-77.0369,10
mo,26000,like new,6 cylinders,gas,ford,rwd,2019,lien,16900.0,black,38.995,-92.3112,38.456085,-92.288368,6
ma,25000,,,gas,chevrolet,,1932,clean,17355.0,,41.2523,-73.2871,42.230171,-71.530106,5
tn,4500,good,4 cylinders,gas,honda,fwd,2010,clean,174000.0,red,35.1845,-89.8574,35.747845,-86.692345,4
fl,14900,excellent,6 cylinders,gas,bmw,fwd,2013,clean,105115.0,white,30.224282,-81.737588,27.766279,-81.686783,11
wi,37990,good,8 cylinders,gas,toyota,4wd,2016,clean,22870.0,black,43.82,-91.23,44.268543,-89.616508,7
ga,35990,good,,other,ford,,2017,clean,22226.0,blue,32.51,-84.87,33.040619,-83.643074,9
wa,11999,excellent,6 cylinders,gas,lexus,rwd,2006,clean,104683.0,grey,47.526011,-122.69806,47.400902,-121.490494,14
ca,5900,good,4 cylinders,gas,toyota,fwd,1989,clean,138000.0,white,37.7741,-120.8377,36.116203,-119.681564,5
oh,4495,good,4 cylinders,gas,ford,fwd,2013,clean,230200.0,green,41.522955,-83.537854,40.388783,-82.764915,6
pa,6500,,6 cylinders,gas,ford,rwd,2013,clean,45262.0,red,40.810152,-80.425219,40.590752,-77.209755,6
tx,48995,,,gas,rover,,2020,clean,34464.0,white,26.193466,-98.145378,31.054487,-97.563461,9
wa,59999,,,gas,gmc,4wd,2019,clean,28073.0,black,46.234838,-119.128015,47.400902,-121.490494,12
ca,11999,excellent,4 cylinders,gas,kia,,2015,clean,59000.0,,33.743904,-116.359028,36.116203,-119.681564,13
tn,24590,good,6 cylinders,gas,chevrolet,,2017,clean,40784.0,white,36.15,-85.5,35.747845,-86.692345,1
ky,13000,good,6 cylinders,gas,nissan,4wd,2012,lien,130000.0,black,38.173206,-84.898505,37.66814,-84.670067,1
nc,40590,good,,other,dodge,rwd,2016,clean,11871.0,black,367.0,-79.82,35.630066,-79.806419,10
il,40990,good,6 cylinders,gas,acura,fwd,2019,clean,12046.0,red,33.779214,-84.411811,40.349457,-88.986137,10
ne,16999,,8 cylinders,gas,gmc,4wd,2011,clean,136218.0,green,41.438366,-97.316899,41.12537,-98.268082,7
nj,6600,,4 cylinders,gas,volkswagen,4wd,2014,clean,158533.0,grey,40.40825,-74.372882,40.298904,-74.521011,7
vt,12498,good,6 cylinders,gas,infiniti,4wd,2011,clean,16188.0,black,44.439495,-73.210154,44.045876,-72.710686,1
ok,28500,,,gas,chrysler,,2015,clean,49319.0,,32.8653,-96.9905,35.565342,-96.928917,1
tx,4999,excellent,8 cylinders,gas,dodge,rwd,2005,clean,158000.0,red,32.90229,-96.84827,31.054487,-97.563461,11
oh,10777,,,gas,chevrolet,fwd,2012,clean,62048.0,black,41.186251,-80.979562,40.388783,-82.764915,10
az,20590,good,,gas,volkswagen,,2018,clean,23929.0,red,32.21,-110.96,33.729759,-111.431221,1
ca,5995,excellent,,gas,honda,fwd,2006,clean,194821.0,,35.122159,-120.626169,36.116203,-119.681564,13
co,29995,excellent,6 cylinders,gas,ford,,2014,,72944.0,,40.420133,-104.781858,39.059811,-105.311104,0
mo,21311,,,gas,chevrolet,,2021,clean,4438.0,,38.382623,-93.77344,38.456085,-92.288368,1
ca,11495,excellent,,gas,acura,4wd,2012,clean,151157.0,silver,34.227125,-118.467977,36.116203,-119.681564,13
il,17900,excellent,8 cylinders,gas,ford,4wd,2010,clean,78000.0,grey,38.7364,-90966.0,40.349457,-88.986137,6
oh,13000,excellent,,gas,kia,,2017,rebuilt,19900.0,blue,41.2973,-81.7396,40.388783,-82.764915,0
wa,7995,good,8 cylinders,gas,ford,rwd,2004,clean,176393.0,white,47.440591,-122.220413,47.400902,-121.490494,6
ca,38590,good,,other,ford,,2019,clean,77492.0,,33.779214,-84.411811,36.116203,-119.681564,9
tx,11300,,,gas,chevrolet,,2015,clean,328276.0,,29.5613,-97.9628,31.054487,-97.563461,1
nh,13490,,,other,hyundai,,2015,clean,53013.0,red,42.834977,-71.107791,43.452492,-71.563896,9
wi,6990,excellent,,gas,jeep,4wd,2007,clean,101047.0,black,42.987906,-88.241072,44.268543,-89.616508,0
tx,14000,,,hybrid,mercedes-benz,,2011,clean,74052.0,,33752.0,-96.7843,31.054487,-97.563461,1
fl,5495,good,6 cylinders,gas,honda,fwd,2007,clean,160000.0,grey,30.3962,-87274.0,27.766279,-81.686783,11
id,23154,good,6 cylinders,gas,gmc,,2014,clean,84056.0,red,42.885063,-112.452574,44.240459,-114.478828,1
la,24995,,6 cylinders,gas,jeep,rwd,2017,clean,65676.0,black,29.993717,-90.181751,31.169546,-91.867805,10
nc,18990,good,,gas,buick,fwd,2016,clean,22686.0,,35.19,-80.83,35.630066,-79.806419,10
ga,4000,fair,6 cylinders,gas,jeep,4wd,2011,clean,150000.0,black,32.3923,-84.9315,33.040619,-83.643074,0
ca,3500,good,6 cylinders,diesel,mercedes-benz,,2008,clean,230000.0,silver,34.1378,-118.2425,36.116203,-119.681564,1
fl,10500,,,gas,toyota,fwd,2015,clean,111427.0,,28.329026,-81.404237,27.766279,-81.686783,10
pa,4500,good,4 cylinders,gas,ford,rwd,2003,clean,69000.0,red,40.4598,-79.8224,40.590752,-77.209755,6
ga,12300,excellent,4 cylinders,gas,toyota,fwd,2013,clean,138078.0,red,33.362838,-84.793821,33.040619,-83.643074,4
pa,8995,,,gas,chevrolet,4wd,2001,clean,200614.0,purple,41.40703,-75.43913,40.590752,-77.209755,1
ny,35990,good,,gas,mercedes-benz,rwd,2018,clean,24135.0,black,40.8,-73.12,42.165726,-74.948051,10
ct,46990,good,,other,bmw,,2019,clean,14900.0,white,41.76,-72.68,41.597782,-72.755371,12
ga,11999,excellent,6 cylinders,gas,infiniti,rwd,2011,clean,113600.0,red,33.413,-82.1337,33.040619,-83.643074,6
fl,13900,like new,6 cylinders,gas,lexus,fwd,2012,clean,91552.0,black,27.3908,-80.3246,27.766279,-81.686783,11
il,48495,excellent,,gas,bmw,rwd,2020,clean,26574.0,,41.995781,-88.167287,40.349457,-88.986137,6
ia,6495,good,4 cylinders,gas,toyota,fwd,2007,clean,139272.0,grey,423519.0,-91.559347,42.011539,-93.210526,4
id,10988,,,gas,jeep,4wd,2013,clean,107089.0,,43.633,-116.2951,44.240459,-114.478828,1
tn,17590,good,,other,mercedes-benz,,2013,clean,99472.0,black,36.17,-86.78,35.747845,-86.692345,1
ny,2200,fair,6 cylinders,gas,chevrolet,fwd,1998,clean,119000.0,brown,40.9297,-72.7423,42.165726,-74.948051,0
wa,27999,,6 cylinders,gas,chrysler,fwd,2018,clean,37716.0,white,47.1991,-122.3151,47.400902,-121.490494,10
wi,19990,new,4 cylinders,gas,toyota,fwd,2021,clean,600.0,blue,43984.0,-89.2734,44.268543,-89.616508,4
az,39990,good,8 cylinders,gas,toyota,,2020,clean,6932.0,white,33.779214,-84.411811,33.729759,-111.431221,7
nm,33999,,6 cylinders,gas,dodge,4wd,2019,clean,50100.0,,35.2493,-106.6818,34.840515,-106.248482,1
mt,55988,,8 cylinders,diesel,gmc,4wd,2016,clean,139617.0,black,48.2028,-114.3039,46.921925,-110.454353,12
ky,17500,good,8 cylinders,gas,cadillac,4wd,2012,clean,141000.0,black,37174.0,-86.4518,37.66814,-84.670067,7
co,8500,,,gas,lexus,4wd,2004,clean,148063.0,,39.696254,-104.895023,39.059811,-105.311104,1
wa,36999,,6 cylinders,diesel,ram,4wd,2014,clean,198339.0,,47.81247,-122.32164,47.400902,-121.490494,9
or,18450,,,gas,ford,rwd,2017,,66049.0,grey,4458499.0,-123.106176,44.572021,-122.070938,10
ga,6880,,,gas,toyota,fwd,2005,clean,201583.0,white,34.20432,-84.13759,33.040619,-83.643074,10
nj,14000,,,,hyundai,fwd,2019,clean,105269.0,black,40.46865,-74.29699,40.298904,-74.521011,10
il,4000,,8 cylinders,gas,cadillac,,1995,rebuilt,165454.0,,41.613,-90.6063,40.349457,-88.986137,7
nv,10999,,,gas,mini,,2012,clean,92832.0,brown,36.143799,-11598364.0,38.313515,-117.055374,1
pa,8995,,,gas,ford,,2009,clean,147607.0,,41.8018,-8148149.0,40.590752,-77.209755,1
wi,11500,good,8 cylinders,gas,ford,4wd,2010,salvage,126000.0,red,44.2112,-88.4175,44.268543,-89.616508,7
md,12990,,,hybrid,ford,,2017,clean,64315.0,,39.3545,-76.69921,39.063946,-76.802101,1
or,6295,,,gas,volvo,,2008,clean,176647.0,,44612.0,-123.1555,44.572021,-122.070938,1
sc,2100,,,gas,chevrolet,,2005,clean,133000.0,,34004.0,-81334.0,33.856892,-80.945007,1
mn,7700,,4 cylinders,gas,nissan,,2011,clean,125000.0,white,45.561943,-93.225349,45.694454,-93.900192,7
fl,28990,good,6 cylinders,other,nissan,fwd,2019,clean,1395.0,,28.5,-81.37,27.766279,-81.686783,10
oh,17900,like new,4 cylinders,gas,chevrolet,rwd,2017,clean,29000.0,black,39.8355,-84.2613,40.388783,-82.764915,6
al,28590,good,,gas,audi,,2018,clean,35036.0,black,341.0,-861.0,32.806671,-86.79113,1
ca,5499,good,6 cylinders,gas,volkswagen,,2007,clean,92861.0,,33.745583,-116.361979,36.116203,-119.681564,13
ak,29999,excellent,6 cylinders,gas,ford,rwd,2016,clean,40717.0,white,61.166353,-149.847206,61.370716,-152.404419,2
mi,4495,good,4 cylinders,gas,ford,fwd,2008,clean,173883.0,custom,42.477134,-82.949564,43.326618,-84.536095,6
nj,15899,,,gas,hyundai,4wd,2017,clean,136621.0,silver,40.13519,-74.70357,40.298904,-74.521011,1
wa,9257,,,gas,toyota,fwd,2012,clean,123077.0,,47.526981,-122.699745,47.400902,-121.490494,14
ks,14995,excellent,4 cylinders,gas,kia,fwd,2019,clean,30633.0,silver,37.7719,-97.3175,38.5266,-96.726486,4
fl,6995,good,,gas,nissan,4wd,2005,clean,188208.0,white,30.318329,-81.730757,27.766279,-81.686783,1
fl,3150,good,8 cylinders,gas,ford,,2010,clean,137677.0,white,27.252632,-80.841471,27.766279,-81.686783,6
mt,16500,excellent,8 cylinders,gas,rover,4wd,2008,clean,112000.0,custom,40.478853,-105.173998,46.921925,-110.454353,14
oh,9595,,4 cylinders,gas,honda,fwd,2012,clean,109195.0,white,41.101059,-81.451631,40.388783,-82.764915,4
ga,24500,good,,gas,ford,,2018,clean,36905.0,black,34.221123,-83.860287,33.040619,-83.643074,1
mn,15750,excellent,8 cylinders,gas,ram,4wd,2015,clean,80100.0,brown,46.136393,-100.169313,45.694454,-93.900192,6
ca,33995,excellent,8 cylinders,gas,dodge,rwd,2010,clean,22500.0,black,39.494492,-119.78862,36.116203,-119.681564,13
ca,6999,excellent,6 cylinders,gas,dodge,,2012,clean,91000.0,,33.743904,-116.359028,36.116203,-119.681564,13
oh,5495,,,gas,mercedes-benz,,2005,clean,139857.0,,41.56995,-81.574738,40.388783,-82.764915,1
la,27590,good,,other,toyota,4wd,2013,clean,43937.0,white,33.7865,-84.4454,31.169546,-91.867805,9
mt,41998,,8 cylinders,gas,ram,4wd,2019,clean,27331.0,,47.696062,-116.781406,46.921925,-110.454353,7
nj,9995,,4 cylinders,,kia,fwd,2015,clean,81049.0,blue,40.46865,-74.29699,40.298904,-74.521011,4
tx,14700,,,diesel,dodge,,2001,clean,190000.0,,29.9319,-95.6106,31.054487,-97.563461,6
tx,19590,good,,gas,volkswagen,fwd,2017,clean,24248.0,,30.26,-97.74,31.054487,-97.563461,10
la,34990,good,6 cylinders,gas,jeep,4wd,2018,clean,19816.0,,30.44,-91.12,31.169546,-91.867805,9
ca,3300,,4 cylinders,gas,honda,,1999,clean,169000.0,,38.4089,-122.7339,36.116203,-119.681564,13
tn,36990,good,8 cylinders,gas,gmc,4wd,2016,clean,23190.0,black,356.0,-85.25,35.747845,-86.692345,7
ia,11995,,,gas,dodge,,2017,rebuilt,67482.0,,41.762973,-93.717241,42.011539,-93.210526,1
mi,7266,excellent,6 cylinders,gas,gmc,,2009,,138161.0,,42.568136,-83.813674,43.326618,-84.536095,0
mi,25990,good,,other,jaguar,,2017,clean,23279.0,white,42.27,-85.58,43.326618,-84.536095,9
nc,16999,excellent,4 cylinders,gas,honda,,2017,,69835.0,,35.920809,-78.545799,35.630066,-79.806419,4
sd,7999,excellent,4 cylinders,gas,honda,4wd,2010,clean,210000.0,silver,43.702226,-9829933.0,44.299782,-99.438828,4
wa,38000,,8 cylinders,gas,toyota,4wd,2017,clean,62741.0,grey,46.24078,-119.12479,47.400902,-121.490494,7
fl,6500,,,gas,volkswagen,,2008,clean,115100.0,,30.245125,-81.696633,27.766279,-81.686783,1
ca,7950,like new,6 cylinders,gas,subaru,4wd,2006,clean,179000.0,black,39.527464,-119.775953,36.116203,-119.681564,13
or,38990,,,diesel,ram,4wd,2010,clean,93244.0,,45.382346,-122.605132,44.572021,-122.070938,9
nc,15301,,4 cylinders,gas,bmw,rwd,2013,clean,32359.0,white,,,35.630066,-79.806419,6
ca,8500,good,6 cylinders,gas,toyota,,2010,clean,105000.0,grey,34.2656,-118.7653,36.116203,-119.681564,13
wa,22500,new,,gas,mitsubishi,,2021,clean,10.0,black,46.213805,-119.161041,47.400902,-121.490494,14
ca,13950,,,diesel,volkswagen,,2011,clean,58800.0,,33.1072,-117.2943,36.116203,-119.681564,13
wa,3500,excellent,6 cylinders,gas,honda,,2006,clean,202000.0,red,46.4507,-120.4265,47.400902,-121.490494,14
wa,26734,excellent,4 cylinders,diesel,jaguar,4wd,2017,clean,21291.0,grey,48.436268,-122.326959,47.400902,-121.490494,6
al,33990,good,8 cylinders,diesel,ford,4wd,2014,clean,136250.0,white,40.468785,-74.281707,32.806671,-86.79113,7
mi,41990,good,,other,chevrolet,rwd,2012,clean,9169.0,red,431717.0,-82.45099,43.326618,-84.536095,2
il,5250,excellent,6 cylinders,gas,buick,,2003,clean,128000.0,white,38.4728,-90.5281,40.349457,-88.986137,0
al,21250,like new,8 cylinders,gas,ford,fwd,2002,clean,15962.0,yellow,34.633462,-87.82711,32.806671,-86.79113,6
nc,9500,excellent,6 cylinders,gas,nissan,4wd,2009,clean,67100.0,grey,35.8949,-78.7051,35.630066,-79.806419,0
ca,12995,,,gas,kia,,2017,clean,88175.0,blue,35.4991,-120.68236,36.116203,-119.681564,13
sc,26590,good,8 cylinders,gas,nissan,4wd,2017,clean,47267.0,white,34.0,-813.0,33.856892,-80.945007,7
mi,5495,,,gas,chevrolet,,2014,clean,136169.0,,43.1824,-84.1122,43.326618,-84.536095,1
oh,24997,,4 cylinders,gas,gmc,4wd,2018,clean,36002.0,custom,41.456783,-81.883689,40.388783,-82.764915,7
tx,47447,excellent,,diesel,ford,4wd,2013,clean,99000.0,black,33.179174,-96.867399,31.054487,-97.563461,12
wa,5991,,,gas,mini,,2011,clean,122528.0,,47.704548,-122.301629,47.400902,-121.490494,1
mn,15000,excellent,4 cylinders,gas,volkswagen,rwd,1971,clean,69000.0,yellow,44.7497,-93.2029,45.694454,-93.900192,5
mi,3995,,,gas,saturn,,2007,clean,149913.0,,43.1824,-84.1122,43.326618,-84.536095,1
ny,20650,,,gas,chevrolet,,2014,clean,94000.0,,43.2346,-77.6577,42.165726,-74.948051,1
tx,39750,excellent,6 cylinders,gas,jeep,4wd,2013,clean,62823.0,red,30.3432,-97.738975,31.054487,-97.563461,6
ma,7950,good,8 cylinders,gas,chevrolet,rwd,2008,clean,126149.0,white,41.3253,-72.2108,42.230171,-71.530106,6
sc,15700,excellent,4 cylinders,gas,audi,4wd,2011,clean,84500.0,grey,32.721889,-79.954891,33.856892,-80.945007,4
hi,42291,,6 cylinders,gas,porsche,4wd,2015,clean,37688.0,,21.296235,-157.859345,21.094318,-157.498337,8
sc,7880,excellent,4 cylinders,gas,subaru,4wd,2005,clean,109100.0,silver,34.874665,-82.395616,33.856892,-80.945007,4
ma,35900,excellent,6 cylinders,gas,ford,4wd,2018,clean,18097.0,white,42.4759,-73.3773,42.230171,-71.530106,0
fl,19950,good,8 cylinders,diesel,ford,,2005,clean,70700.0,white,2798598.0,-82.435505,27.766279,-81.686783,7
tn,30998,,6 cylinders,gas,ford,rwd,2018,clean,60737.0,black,35.212885,-89.794298,35.747845,-86.692345,10
ny,2300,like new,4 cylinders,gas,ford,4wd,2001,clean,286987.0,white,40.889568,-72.94226,42.165726,-74.948051,6
mi,5900,,,gas,ford,,2010,clean,145773.0,,42.303,-85.1304,43.326618,-84.536095,1
la,5600,excellent,4 cylinders,gas,toyota,fwd,2008,clean,160000.0,,30.493152,-90.427866,31.169546,-91.867805,11
ca,10995,excellent,,gas,gmc,,2000,clean,196012.0,white,,,36.116203,-119.681564,13
co,19999,,4 cylinders,gas,jeep,4wd,2019,clean,9400.0,orange,39.7305,-105.1915,39.059811,-105.311104,7
mn,32590,good,8 cylinders,gas,chevrolet,rwd,2009,clean,20420.0,silver,44.16,-93.99,45.694454,-93.900192,2
