state,price,condition,cylinders,fuel,manufacturer,drive,year,title_status,odometer,paint_color,lat,long,lat_clean,long_clean,cluster_gmm_auto_input
ca,21000,,,gas,toyota,fwd,2013,clean,145446.0,white,38.60558,-121.40211,36.116203,-119.681564,10
il,47656,,,gas,toyota,4wd,2020,clean,11751.0,silver,38.382623,-93.77344,40.349457,-88.986137,9
ok,8598,,,gas,nissan,fwd,2011,clean,154600.0,,37.710584,-97.209255,35.565342,-96.928917,10
tx,3500,excellent,4 cylinders,gas,toyota,fwd,2004,clean,220000.0,,30.3471,-97.7609,31.054487,-97.563461,11
pa,26880,good,,gas,subaru,,2019,clean,18663.0,,40.835137,-77.802768,40.590752,-77.209755,1
nm,29995,good,6 cylinders,gas,chevrolet,4wd,2016,clean,57000.0,black,3586515.0,-106.563609,34.840515,-106.248482,1
tn,26990,good,6 cylinders,gas,ford,,2016,clean,14230.0,black,356.0,-85.25,35.747845,-86.692345,1
id,13995,good,4 cylinders,gas,subaru,4wd,2015,clean,161809.0,white,45.4021,-122.6144,44.240459,-114.478828,7
md,33990,good,8 cylinders,gas,chevrolet,rwd,2007,clean,77581.0,white,40.468785,-74.281707,39.063946,-76.802101,6
ct,8450,,,gas,hyundai,,2013,clean,110236.0,blue,41.552532,-72.999092,41.597782,-72.755371,1
tx,30990,good,6 cylinders,gas,toyota,fwd,2018,clean,4015.0,silver,29.45,-98.5,31.054487,-97.563461,10
tn,38895,like new,8 cylinders,gas,ram,4wd,2018,clean,50711.0,white,35.843686,-86.4152,35.747845,-86.692345,6
ca,31950,excellent,,diesel,ram,4wd,2006,clean,189250.0,blue,38.903313,-12175553.0,36.116203,-119.681564,6
wi,8988,,,gas,chevrolet,,2014,clean,111731.0,,4428124.0,-90.422459,44.268543,-89.616508,1
me,11995,excellent,4 cylinders,gas,toyota,4wd,2010,clean,116825.0,red,43.512422,-71.495826,44.693947,-69.381927,4
nc,20900,excellent,8 cylinders,gas,chevrolet,rwd,2015,clean,186945.0,black,35.978629,-77.792341,35.630066,-79.806419,6
oh,2200,good,,gas,ford,,1995,clean,189000.0,green,39.699676,-83.88113,40.388783,-82.764915,1
va,16995,,8 cylinders,gas,ford,,2010,clean,116586.0,red,38.50724,-77.37407,37.769337,-78.169968,7
ma,27990,good,6 cylinders,gas,toyota,4wd,2012,clean,67245.0,silver,42.35,-716.0,42.230171,-71.530106,9
va,22990,good,,gas,toyota,,2012,clean,37725.0,white,37.55,-77.46,37.769337,-78.169968,9
ny,27499,excellent,6 cylinders,gas,ford,rwd,2015,clean,52000.0,white,40.843,-73.2799,42.165726,-74.948051,6
ny,36590,good,6 cylinders,gas,gmc,,2020,clean,33026.0,black,41.93,-73.99,42.165726,-74.948051,9
ny,9999,like new,4 cylinders,gas,jeep,fwd,2016,clean,140000.0,white,4382889.0,-76.138147,42.165726,-74.948051,4
ca,16500,excellent,4 cylinders,gas,honda,,2013,clean,72000.0,black,33.788216,-117.833248,36.116203,-119.681564,13
nc,8950,excellent,6 cylinders,gas,nissan,4wd,2010,clean,133700.0,,35.71711,-78.626103,35.630066,-79.806419,0
id,11000,good,8 cylinders,gas,jeep,4wd,1973,clean,47780.0,white,47.8241,-116.8873,44.240459,-114.478828,5
mi,12995,,,gas,ram,,2010,clean,156722.0,,43.1824,-84.1122,43.326618,-84.536095,1
sc,23990,good,,other,buick,fwd,2016,clean,50786.0,white,32.78,-79.99,33.856892,-80.945007,10
wv,33990,good,8 cylinders,gas,mercedes-benz,rwd,2012,clean,88107.0,white,39.3,-78.59,38.491226,-80.954453,6
ca,17990,good,6 cylinders,gas,volkswagen,,2012,clean,93185.0,white,35.38,-1192.0,36.116203,-119.681564,1
co,17200,excellent,6 cylinders,gas,subaru,4wd,2014,clean,105600.0,grey,39.4482,-105.4693,39.059811,-105.311104,0
ma,9999,,,gas,toyota,fwd,2012,clean,134513.0,,42.765709,-71.235073,42.230171,-71.530106,10
id,29500,good,6 cylinders,diesel,ram,4wd,2008,clean,179500.0,red,43.647963,-116.695111,44.240459,-114.478828,9
mt,8977,,,gas,subaru,,2010,clean,97728.0,,45.7629,-108.539,46.921925,-110.454353,1
oh,17875,,,gas,chevrolet,,1995,clean,85970.0,green,27.907158,-82.787506,40.388783,-82.764915,5
tn,19998,,4 cylinders,gas,mercedes-benz,rwd,2016,clean,52776.0,silver,,,35.747845,-86.692345,6
tx,33950,excellent,8 cylinders,gas,bmw,rwd,2015,clean,67000.0,silver,29.9716,-94012.0,31.054487,-97.563461,6
nj,4500,,,gas,mini,,2010,clean,116531.0,,40.786183,-741309.0,40.298904,-74.521011,1
mi,22000,like new,6 cylinders,gas,jeep,4wd,2018,clean,129000.0,white,42.965647,-85.663319,43.326618,-84.536095,0
oh,43990,good,6 cylinders,gas,acura,fwd,2020,clean,1835.0,blue,418.0,-81.52,40.388783,-82.764915,2
nv,5995,excellent,6 cylinders,gas,toyota,fwd,2003,clean,105286.0,silver,36.1721,-115.1224,38.313515,-117.055374,13
fl,8500,good,4 cylinders,gas,porsche,rwd,1984,clean,99999.0,black,26.4972,-81.8246,27.766279,-81.686783,5
nc,19998,,,,chevrolet,,2012,,,,36.12954,-79.95752,35.630066,-79.806419,1
oh,24986,like new,,gas,gmc,4wd,2017,clean,86021.0,,40.545097,-84.581354,40.388783,-82.764915,0
mi,23359,excellent,6 cylinders,gas,dodge,4wd,2017,,44003.0,,42.300673,-8424108.0,43.326618,-84.536095,0
or,3500,excellent,6 cylinders,gas,mazda,rwd,1994,clean,118542.0,red,45.3669,-122.648,44.572021,-122.070938,6
co,6388,,,other,chevrolet,4wd,2006,clean,123080.0,white,39.739792,-10562019.0,39.059811,-105.311104,1
oh,58500,,,other,bmw,,2016,,15268.0,white,29.9108,-90531.0,40.388783,-82.764915,12
pa,12995,,,gas,ram,4wd,2009,clean,129981.0,silver,41.8018,-8148149.0,40.590752,-77.209755,1
ca,8899,,,other,hyundai,,2012,clean,81263.0,silver,38.628015,-121.401179,36.116203,-119.681564,13
al,10900,,,gas,nissan,4wd,2013,clean,92675.0,black,35.59352,-875396.0,32.806671,-86.79113,1
ma,11000,good,4 cylinders,gas,toyota,4wd,2013,clean,107000.0,black,42.4354,-71.7752,42.230171,-71.530106,7
tx,53995,,,other,ford,4wd,2017,clean,138968.0,,32.962772,-96.83799,31.054487,-97.563461,12
tx,10993,,6 cylinders,gas,mercedes-benz,4wd,2012,clean,129087.0,red,29.89036,-95.392527,31.054487,-97.563461,1
tn,45300,excellent,6 cylinders,diesel,ram,4wd,2018,rebuilt,34125.0,black,34.932591,-80.278416,35.747845,-86.692345,12
co,6499,,6 cylinders,,buick,fwd,2005,clean,102581.0,custom,3981944.0,-108.588542,39.059811,-105.311104,10
il,5200,good,,gas,toyota,,2004,clean,185000.0,silver,38.9087,-90.1568,40.349457,-88.986137,1
nc,14000,excellent,8 cylinders,gas,chevrolet,rwd,1999,clean,158940.0,white,35.1287,-80.9338,35.630066,-79.806419,6
fl,21900,excellent,8 cylinders,gas,ford,rwd,1999,clean,46042.0,red,27.1968,-80.2538,27.766279,-81.686783,6
wa,46999,,6 cylinders,gas,ford,4wd,2018,clean,73890.0,black,46.567948,-120.485788,47.400902,-121.490494,9
ks,8988,,,gas,chevrolet,,2013,clean,200300.0,,35.199,-97.4841,38.5266,-96.726486,1
il,25590,good,6 cylinders,gas,chrysler,,2017,clean,38589.0,silver,38.63,-90.24,40.349457,-88.986137,1
ky,25990,good,,gas,chevrolet,fwd,2019,clean,30739.0,silver,38.22,-85.74,37.66814,-84.670067,10
fl,26990,good,,gas,honda,,2020,clean,4026.0,white,284.0,-81.96,27.766279,-81.686783,1
wa,42995,,8 cylinders,gas,toyota,4wd,2014,clean,69963.0,white,45.509778,-122.967379,47.400902,-121.490494,7
ma,39590,good,8 cylinders,gas,chevrolet,,2020,clean,19160.0,red,42.26,-71.8,42.230171,-71.530106,7
id,8320,,4 cylinders,gas,mazda,fwd,2012,clean,139568.0,,47.656981,-117.175501,44.240459,-114.478828,14
mi,4495,good,8 cylinders,gas,chevrolet,4wd,2002,clean,207433.0,grey,43128.0,-83.6914,43.326618,-84.536095,7
ia,12788,good,6 cylinders,other,chevrolet,fwd,2015,clean,73208.0,silver,41.722392,-93.600927,42.011539,-93.210526,10
mo,51792,,,diesel,ram,rwd,2018,clean,19711.0,,38.382623,-93.77344,38.456085,-92.288368,12
ma,36590,good,,gas,bmw,rwd,2018,clean,29158.0,white,42.11,-72.53,42.230171,-71.530106,10
id,7285,,6 cylinders,gas,kia,rwd,2009,clean,136342.0,,43.583406,-116.559463,44.240459,-114.478828,14
sc,13500,fair,8 cylinders,gas,ford,4wd,2010,clean,188000.0,white,33.9724,-81.2359,33.856892,-80.945007,6
ny,7500,excellent,,gas,mercedes-benz,,2008,clean,157429.0,,40.7127,-73.5485,42.165726,-74.948051,0
ar,8999,,,gas,mini,,2012,clean,83000.0,,36.176503,-94.23465,34.969704,-92.373123,1
il,16590,good,,hybrid,ford,fwd,2018,clean,42749.0,blue,41.83,-87.68,40.349457,-88.986137,10
ma,25995,,,gas,ford,4wd,2015,clean,101428.0,,42.756205,-71.210258,42.230171,-71.530106,9
ny,28590,good,,other,bmw,,2017,clean,74108.0,black,434.0,-76.14,42.165726,-74.948051,9
sc,15990,good,,hybrid,toyota,fwd,2015,clean,56696.0,black,34.0,-813.0,33.856892,-80.945007,10
me,14995,,,gas,hyundai,,2017,clean,67144.0,blue,42.756205,-71.210258,44.693947,-69.381927,1
tn,29990,good,8 cylinders,diesel,ford,rwd,2007,clean,124669.0,white,40.468785,-74.281707,35.747845,-86.692345,6
ny,36495,like new,8 cylinders,gas,ford,4wd,2017,clean,38779.0,,43.208309,-76.81423,42.165726,-74.948051,2
oh,33990,good,8 cylinders,gas,chevrolet,rwd,2011,clean,70976.0,yellow,419.0,-80.64,40.388783,-82.764915,6
ia,24900,good,4 cylinders,gas,honda,4wd,2018,clean,19085.0,black,42.1898,-91.7758,42.011539,-93.210526,7
nj,4250,,,gas,gmc,,2007,clean,207200.0,black,39.294622,-74.560753,40.298904,-74.521011,1
pa,16249,excellent,4 cylinders,gas,nissan,fwd,2017,clean,62777.0,black,39.829891,-75.125281,40.590752,-77.209755,4
hi,29441,,4 cylinders,gas,mini,fwd,2021,clean,4014.0,black,21.296235,-157.859345,21.094318,-157.498337,8
in,8950,excellent,8 cylinders,gas,ford,4wd,2004,clean,201000.0,blue,40.221144,-85.372324,39.849426,-86.258278,6
vt,13995,excellent,6 cylinders,gas,toyota,4wd,2012,clean,105610.0,grey,44.229555,-72.551994,44.045876,-72.710686,0
fl,7499,good,4 cylinders,gas,chevrolet,fwd,2012,clean,122751.0,blue,27.175632,-80.245675,27.766279,-81.686783,11
wv,26995,good,,gas,ford,4wd,2013,clean,134617.0,black,39.254962,-84.107453,38.491226,-80.954453,9
mi,48600,excellent,,diesel,ford,,2014,clean,75600.0,white,42.914295,-83.755627,43.326618,-84.536095,12
tx,65988,like new,,gas,ford,4wd,2019,clean,49911.0,,35.199,-97.4841,31.054487,-97.563461,12
wi,30590,good,,gas,mini,,2019,clean,21246.0,,437.0,-89.38,44.268543,-89.616508,9
fl,47899,good,,other,audi,,2018,clean,15839.0,white,30.325665,-81.507076,27.766279,-81.686783,9
wi,9000,good,8 cylinders,gas,chevrolet,rwd,1987,clean,175200.0,white,43.118835,-88.134899,44.268543,-89.616508,6
hi,10995,good,6 cylinders,gas,nissan,fwd,2013,clean,36000.0,white,21.4531,-158174.0,21.094318,-157.498337,8
ca,18995,excellent,,gas,chrysler,rwd,2013,clean,32999.0,black,40.57218,-122.368589,36.116203,-119.681564,13
ct,38990,good,,hybrid,bmw,,2018,clean,24235.0,blue,41.76,-72.68,41.597782,-72.755371,9
nj,14995,,6 cylinders,gas,honda,fwd,2013,clean,115010.0,white,39.8911,-75.117,40.298904,-74.521011,10
ia,21999,excellent,6 cylinders,gas,toyota,fwd,2015,clean,53608.0,blue,41.256198,-9623393.0,42.011539,-93.210526,0
nc,26590,good,,other,volkswagen,fwd,2019,clean,19696.0,black,35.19,-80.83,35.630066,-79.806419,10
ca,8999,,,gas,chevrolet,,2004,clean,213945.0,,38.73236,-121.290758,36.116203,-119.681564,1
md,4000,excellent,4 cylinders,gas,honda,fwd,2009,clean,200000.0,silver,39.3401,-76.4153,39.063946,-76.802101,4
ri,6500,fair,8 cylinders,gas,ford,rwd,2011,clean,180025.0,white,41.996497,-71.517572,41.680893,-71.51178,6
wa,6995,good,8 cylinders,gas,ford,rwd,2008,clean,229000.0,white,47.353169,-122.22913,47.400902,-121.490494,6
ca,26590,good,,other,nissan,fwd,2018,clean,29047.0,black,33.7865,-84.4454,36.116203,-119.681564,10
ca,45995,,,gas,chevrolet,,2020,clean,14860.0,,37.596846,-120.938695,36.116203,-119.681564,9
wa,64999,,,diesel,ram,4wd,2020,clean,11291.0,white,46.234838,-119.128015,47.400902,-121.490494,12
ca,29990,excellent,,gas,chevrolet,rwd,2020,clean,31657.0,white,36.533226,-119.576488,36.116203,-119.681564,13
ga,5999,good,4 cylinders,gas,toyota,fwd,2009,clean,181200.0,red,30.7539,-83.3321,33.040619,-83.643074,4
va,9100,good,,electric,nissan,fwd,2014,clean,53287.0,black,37.536111,-77.54571,37.769337,-78.169968,10
co,9999,,8 cylinders,gas,gmc,4wd,2007,clean,193835.0,custom,37.274825,-107.883358,39.059811,-105.311104,7
ia,6800,good,4 cylinders,gas,volkswagen,fwd,2011,clean,102074.0,black,41.513693,-93.8235,42.011539,-93.210526,4
ca,5995,,,gas,mazda,,2014,clean,139882.0,black,35.118925,-120.592273,36.116203,-119.681564,13
mt,20998,,,gas,nissan,fwd,2017,clean,73135.0,,47.696062,-116.781406,46.921925,-110.454353,10
va,2490,excellent,4 cylinders,gas,chevrolet,,2008,,232323.0,,38.217782,-77.50965,37.769337,-78.169968,4
tx,53000,good,,diesel,ford,4wd,2017,lien,180000.0,grey,29.857,-95.833,31.054487,-97.563461,12
va,14000,excellent,6 cylinders,gas,jeep,4wd,2008,clean,134000.0,black,37.1256,-76.4469,37.769337,-78.169968,0
oh,33000,like new,8 cylinders,gas,mercedes-benz,4wd,2017,clean,52768.0,black,40.9791,-81.5347,40.388783,-82.764915,6
id,9000,fair,,gas,chevrolet,,2009,clean,125100.0,black,47.6496,-117.2581,44.240459,-114.478828,14
ca,19250,excellent,6 cylinders,gas,rover,rwd,2011,clean,79850.0,white,33.434449,-117.61362,36.116203,-119.681564,13
nj,29999,,,diesel,ford,,2011,clean,200785.0,,40.464,-74.2742,40.298904,-74.521011,9
pa,16500,,8 cylinders,gas,ford,rwd,2012,clean,93899.0,white,,,40.590752,-77.209755,6
fl,8900,excellent,8 cylinders,gas,mercedes-benz,,2007,clean,107000.0,white,26.152657,-81.766326,27.766279,-81.686783,11
va,6995,excellent,,gas,fiat,fwd,2014,clean,118617.0,black,36.915472,-76.214655,37.769337,-78.169968,0
la,18990,,,gas,bmw,,2015,clean,49850.0,black,3002045.0,-90.137921,31.169546,-91.867805,1
mn,8999,,,gas,ford,fwd,2014,clean,76167.0,white,45.547849,-94.190651,45.694454,-93.900192,10
ca,27995,,,gas,chevrolet,,2012,clean,59000.0,,36.1149,-115.2161,36.116203,-119.681564,1
tx,17590,good,,gas,hyundai,,2013,clean,43536.0,red,31.84,-106.43,31.054487,-97.563461,1
fl,7990,excellent,4 cylinders,gas,nissan,4wd,2012,clean,120056.0,white,2827023.0,-82.459896,27.766279,-81.686783,11
ks,3500,,,gas,toyota,,2006,rebuilt,200000.0,,38.952932,-95.687617,38.5266,-96.726486,1
ia,31200,,,electric,tesla,4wd,2018,,26105.0,,29.9108,-90531.0,42.011539,-93.210526,9
wa,36999,,,gas,toyota,4wd,2017,clean,48827.0,white,46.234838,-119.128015,47.400902,-121.490494,9
ne,55999,,8 cylinders,gas,cadillac,4wd,2017,clean,28090.0,black,41.438366,-97.316899,41.12537,-98.268082,12
co,29999,,6 cylinders,diesel,ram,4wd,2003,clean,149957.0,,40.182151,-105.102373,39.059811,-105.311104,12
or,71999,,,diesel,gmc,4wd,2019,clean,39462.0,black,46.234838,-119.128015,44.572021,-122.070938,12
nj,4900,fair,6 cylinders,gas,mazda,4wd,2007,clean,144300.0,silver,40.8835,-74.2144,40.298904,-74.521011,0
wa,100000,,6 cylinders,diesel,ram,,2006,clean,89000.0,,47379.0,-122.9007,47.400902,-121.490494,5
pa,43590,good,6 cylinders,gas,acura,,2020,clean,12012.0,silver,41.11,-75.45,40.590752,-77.209755,9
la,4600,excellent,4 cylinders,gas,honda,fwd,2008,clean,197000.0,blue,30.594,-90.9291,31.169546,-91.867805,11
tx,16900,excellent,8 cylinders,gas,chevrolet,rwd,2013,clean,170970.0,red,32.618238,-94.756565,31.054487,-97.563461,11
fl,12596,,6 cylinders,gas,nissan,fwd,2012,clean,59138.0,custom,30.174552,-81.474019,27.766279,-81.686783,10
ks,4999,like new,6 cylinders,gas,buick,fwd,2006,clean,136772.0,white,37.641358,-97.30895,38.5266,-96.726486,0
me,33944,,,gas,gmc,4wd,2015,clean,78567.0,white,42.788204,-71.233728,44.693947,-69.381927,9
fl,5200,like new,4 cylinders,gas,honda,,2006,clean,150000.0,black,25.948,-80.278,27.766279,-81.686783,11
ny,14795,excellent,,gas,toyota,,2018,clean,23764.0,silver,40.774935,-73.731811,42.165726,-74.948051,0
il,19775,excellent,8 cylinders,gas,ford,rwd,2013,clean,96722.0,yellow,42.20854,-87.83887,40.349457,-88.986137,6
va,9300,,,gas,dodge,,2012,clean,159310.0,,36.914782,-76.243681,37.769337,-78.169968,1
nc,46969,,,diesel,gmc,,2012,clean,69412.0,,36.2245,-79.8901,35.630066,-79.806419,12
mn,29500,,6 cylinders,gas,toyota,4wd,2016,clean,67736.0,red,46.590185,-95.57469,45.694454,-93.900192,9
nj,60990,good,6 cylinders,other,mercedes-benz,rwd,2018,clean,34765.0,black,40.22,-74.76,40.298904,-74.521011,12
wa,45999,,,gas,chevrolet,4wd,2020,clean,21601.0,silver,46.234838,-119.128015,47.400902,-121.490494,9
mt,22998,,4 cylinders,gas,jeep,4wd,2019,clean,18610.0,,47.696062,-116.781406,46.921925,-110.454353,7
fl,51580,,,diesel,ford,,2020,clean,10265.0,,29.803311,-82.529869,27.766279,-81.686783,9
oh,12900,excellent,,gas,dodge,fwd,2014,clean,125132.0,white,4138262.0,-81.431303,40.388783,-82.764915,0
fl,13990,,,gas,hyundai,fwd,2013,clean,69215.0,red,26.227995,-81.76597,27.766279,-81.686783,10
ny,15485,,,gas,subaru,4wd,2011,clean,102061.0,black,40.66898,-73.42878,42.165726,-74.948051,1
ca,4500,excellent,6 cylinders,gas,gmc,fwd,2008,clean,150670.0,white,33.9553,-117.2457,36.116203,-119.681564,13
nj,16600,excellent,4 cylinders,gas,jeep,4wd,2016,clean,35439.0,black,40.728887,-74.150686,40.298904,-74.521011,4
co,9500,excellent,4 cylinders,gas,honda,fwd,2009,clean,78000.0,red,39.8628,-10536.0,39.059811,-105.311104,4
ca,18997,,,gas,porsche,,2004,clean,74174.0,,38.605011,-121.401917,36.116203,-119.681564,1
tx,14990,good,,gas,honda,fwd,2015,clean,77726.0,red,27.8,-97.39,31.054487,-97.563461,10
pa,31590,good,,other,toyota,,2020,clean,4510.0,black,403319.0,-76.24058,40.590752,-77.209755,9
mi,5350,good,6 cylinders,gas,jeep,4wd,2010,clean,108000.0,silver,42.3353,-83.2864,43.326618,-84.536095,1
nc,12900,good,6 cylinders,gas,jeep,4wd,2004,clean,183000.0,yellow,35.2886,-80.8209,35.630066,-79.806419,1
tx,11500,excellent,6 cylinders,gas,acura,fwd,2012,clean,125000.0,grey,33.1976,-96.6153,31.054487,-97.563461,11
id,11995,,8 cylinders,gas,cadillac,4wd,2007,clean,155800.0,white,47.6634,-117.2193,44.240459,-114.478828,7
ia,15300,like new,6 cylinders,gas,chevrolet,rwd,2015,lien,94000.0,white,41.259,-95.9409,42.011539,-93.210526,6
va,20288,,6 cylinders,gas,mercedes-benz,rwd,2015,clean,48889.0,red,,,37.769337,-78.169968,10
ma,20590,good,6 cylinders,gas,ford,fwd,2017,clean,45236.0,,42.35,-716.0,42.230171,-71.530106,10
fl,45590,good,6 cylinders,gas,acura,,2020,clean,21711.0,,284.0,-81.96,27.766279,-81.686783,9
tx,4300,excellent,4 cylinders,gas,toyota,,2003,clean,162883.0,custom,32.749367,-96.972627,31.054487,-97.563461,11
in,33590,good,8 cylinders,gas,gmc,,2014,clean,57923.0,white,40.47,-86.13,39.849426,-86.258278,7
nj,4395,excellent,,gas,subaru,4wd,2005,clean,155220.0,silver,40.185945,-74.749874,40.298904,-74.521011,0
in,40590,good,6 cylinders,gas,audi,,2018,clean,33533.0,black,41.67,-86.26,39.849426,-86.258278,9
il,4000,fair,4 cylinders,gas,toyota,4wd,1997,clean,237000.0,red,38.1907,-89.9884,40.349457,-88.986137,6
mi,28990,good,8 cylinders,gas,ford,rwd,2008,clean,118078.0,white,40.468785,-74.281707,43.326618,-84.536095,6
wi,15950,,,gas,mercedes-benz,,2011,clean,92751.0,,44.843195,-91.550371,44.268543,-89.616508,1
ma,39990,,,gas,ford,4wd,2019,clean,18838.0,,42.834977,-71.107791,42.230171,-71.530106,9
tx,13995,like new,4 cylinders,gas,honda,fwd,2017,rebuilt,48845.0,silver,33.187541,-96.864653,31.054487,-97.563461,11
al,35990,good,,other,volvo,,2020,clean,11878.0,blue,33.7865,-84.4454,32.806671,-86.79113,9
nj,8999,excellent,4 cylinders,gas,chevrolet,fwd,2013,clean,141631.0,grey,39.982579,-74.795374,40.298904,-74.521011,4
nc,11200,,,gas,toyota,fwd,2013,clean,115850.0,grey,35.180234,-80.851135,35.630066,-79.806419,10
ct,8999,good,8 cylinders,gas,bmw,rwd,2009,clean,139292.0,black,,,41.597782,-72.755371,6
ca,11950,,,gas,dodge,rwd,2012,clean,90165.0,silver,34.272911,-119.262978,36.116203,-119.681564,13
id,27980,,6 cylinders,gas,chevrolet,4wd,2014,clean,55600.0,white,47.692931,-117.411632,44.240459,-114.478828,1
ca,13999,,,gas,chevrolet,fwd,2014,clean,108619.0,silver,33.8897,-117.3043,36.116203,-119.681564,13
tx,10500,excellent,4 cylinders,gas,mazda,fwd,2013,clean,34383.0,silver,30.506,-97.7472,31.054487,-97.563461,11
ct,7995,excellent,,gas,chevrolet,4wd,2007,clean,116431.0,,41.326766,-72.778884,41.597782,-72.755371,0
co,24900,,6 cylinders,gas,toyota,fwd,2012,clean,128356.0,silver,39.674406,-104.998604,39.059811,-105.311104,10
md,2750,,6 cylinders,gas,bmw,rwd,2007,clean,249000.0,white,38.4654,-75.1573,39.063946,-76.802101,10
nc,11237,excellent,4 cylinders,gas,chevrolet,fwd,2016,clean,76674.0,white,35.730359,-81.360243,35.630066,-79.806419,4
me,39990,good,10 cylinders,gas,ford,rwd,2017,clean,68655.0,white,40.468785,-74.281707,44.693947,-69.381927,2
nc,12590,good,,electric,chevrolet,fwd,2015,clean,35736.0,silver,355.0,-78.87,35.630066,-79.806419,10
wa,7999,excellent,8 cylinders,gas,chevrolet,rwd,2004,clean,148072.0,,47.103695,-122.435819,47.400902,-121.490494,6
pa,13995,,,gas,nissan,fwd,2015,clean,40912.0,black,40.604132,-79.54799,40.590752,-77.209755,10
ny,17000,excellent,8 cylinders,gas,chevrolet,rwd,1974,clean,500.0,blue,41.6194,-73.6783,42.165726,-74.948051,5
ks,33988,,,gas,jeep,,2016,clean,37811.0,,41.1345,-96.2458,38.5266,-96.726486,9
sc,57850,,,gas,chevrolet,,2016,clean,1281.0,,27.907158,-82.787506,33.856892,-80.945007,12
mi,18995,,,diesel,ford,,2008,clean,1.0,,43.1824,-84.1122,43.326618,-84.536095,9
az,21995,like new,6 cylinders,gas,jeep,4wd,2013,clean,83000.0,white,35.1859,-111.662,33.729759,-111.431221,11
wi,4495,,,gas,jeep,,2003,clean,135311.0,,45.192715,-89.666302,44.268543,-89.616508,1
tx,9000,like new,6 cylinders,gas,mazda,fwd,2013,clean,148000.0,black,32.5283,-95.6545,31.054487,-97.563461,11
ca,16998,excellent,,gas,nissan,fwd,2016,clean,37599.0,,35.283445,-120.658029,36.116203,-119.681564,13
ca,37990,like new,,gas,bmw,,2015,clean,28000.0,,33.6607,-117.8264,36.116203,-119.681564,13
ca,30999,,6 cylinders,gas,nissan,rwd,2019,clean,53030.0,,37.71104,-120.996543,36.116203,-119.681564,10
fl,14999,like new,8 cylinders,gas,chevrolet,4wd,2012,clean,123456.0,green,28068.0,-82.556,27.766279,-81.686783,11
ct,29990,good,,gas,mercedes-benz,rwd,2016,clean,24230.0,red,41.76,-72.68,41.597782,-72.755371,10
fl,21499,,4 cylinders,gas,hyundai,fwd,2018,clean,36879.0,white,28.300793,-82.708521,27.766279,-81.686783,11
oh,64800,excellent,,diesel,ford,,2018,clean,17900.0,white,42.9468,-83.817,40.388783,-82.764915,12
nc,36590,good,6 cylinders,gas,audi,,2016,clean,22099.0,silver,35.19,-80.83,35.630066,-79.806419,9
oh,10900,excellent,6 cylinders,gas,honda,4wd,2012,clean,153639.0,,40.796036,-81.43153,40.388783,-82.764915,0
mo,8500,,6 cylinders,gas,chevrolet,fwd,2013,clean,123105.0,black,37.2593,-93.2912,38.456085,-92.288368,10
dc,28990,good,8 cylinders,gas,mercedes-benz,,2013,clean,91797.0,black,38.89,-773.0,38.9072,-77.0369,7
va,3900,excellent,6 cylinders,gas,mazda,fwd,2002,clean,121564.0,,36.9202,-76.216,37.769337,-78.169968,0
ma,31990,,,other,chevrolet,,2016,clean,69987.0,white,42.834977,-71.107791,42.230171,-71.530106,9
ca,3990,excellent,4 cylinders,gas,hyundai,fwd,2007,clean,146000.0,silver,3486204.0,-117.60272,36.116203,-119.681564,13
pa,6400,excellent,,gas,toyota,fwd,2010,clean,140629.0,red,4040974.0,-76.379804,40.590752,-77.209755,0
ny,5000,,,gas,chevrolet,,2008,clean,204000.0,,42.8146,-78.8078,42.165726,-74.948051,1
mo,10900,good,8 cylinders,gas,chevrolet,4wd,2004,clean,201000.0,white,38.9462,-94.9714,38.456085,-92.288368,7
or,5999,,6 cylinders,gas,toyota,fwd,2005,clean,196376.0,white,445278.0,-123.128308,44.572021,-122.070938,14
ca,21985,excellent,,gas,mercedes-benz,fwd,2018,clean,43762.0,black,38.637299,-121.320559,36.116203,-119.681564,13
ca,23591,,,gas,subaru,,2018,clean,64310.0,silver,35.581556,-120.698513,36.116203,-119.681564,1
pa,28990,good,,gas,honda,fwd,2020,clean,9004.0,,41.4,-75.66,40.590752,-77.209755,10
ca,9800,good,6 cylinders,gas,ford,fwd,2012,clean,176840.0,white,33.909321,-117.890511,36.116203,-119.681564,13
tx,30990,good,6 cylinders,gas,chevrolet,,2016,clean,58116.0,silver,29.76,-95.38,31.054487,-97.563461,1
fl,23000,,,diesel,ram,4wd,2010,clean,285000.0,silver,30.789406,-85.678537,27.766279,-81.686783,9
fl,4100,excellent,4 cylinders,gas,ford,fwd,2009,clean,123137.0,yellow,28.469882,-81.367592,27.766279,-81.686783,11
id,21995,,,gas,nissan,4wd,2014,clean,119519.0,black,47.717575,-116.790758,44.240459,-114.478828,1
nj,7900,excellent,,gas,buick,,2012,clean,113000.0,silver,40.556,-74.2845,40.298904,-74.521011,0
ks,7997,excellent,8 cylinders,gas,ford,,2008,,152999.0,,3929236.0,-94.692922,38.5266,-96.726486,6
mo,6500,excellent,6 cylinders,gas,jeep,4wd,2008,clean,168400.0,grey,385708.0,-91.401701,38.456085,-92.288368,0
ca,22590,good,,gas,subaru,,2011,clean,64742.0,black,33.779214,-84.411811,36.116203,-119.681564,1
fl,11900,like new,4 cylinders,gas,chevrolet,fwd,2019,rebuilt,23000.0,,25.7626,-80.3096,27.766279,-81.686783,11
